,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0, ,ideat
0,0.0,0.0,0.0,False,"Laskennan logiikka ja tarkkuus tulee olla skaalautuva, jotta eri vaiheessa olevien hankkeiden/suunnitelmien arvot ovat yhteismitallisia, vaikka tarkkuus vaihtelee."
